component1,component2,component3,sigma,lcm
-6.765815,-5.161315,-0.5634941,0.04,1.0
-6.7596908,-5.154903,-0.5530559,0.05,1.0
-6.7521234,-5.146956,-0.54038095,0.06,1.0
-6.743066,-5.137426,-0.525525,0.07,1.0
-6.732476,-5.12628,-0.50856435,0.08,1.0
-6.720314,-5.1134887,-0.48958668,0.09,1.0
-6.7065444,-5.0990443,-0.46870026,0.1,1.0
-6.69114,-5.082955,-0.44602796,0.11,1.0
-6.674088,-5.0652437,-0.4217008,0.12,1.0
-6.655382,-5.0459585,-0.39587018,0.13,1.0
-6.635793,-5.025842,-0.3674774,0.14,1.0
-6.614809,-5.0044847,-0.3375394,0.15,1.0
-6.5907784,-4.9809546,-0.30949184,0.16,1.0
-6.5651073,-4.9561086,-0.28080449,0.17,1.0
-6.53798,-4.930113,-0.25138637,0.18,1.0
-6.509471,-4.9030743,-0.22137688,0.19,1.0
-6.479662,-4.8750987,-0.19090532,0.2,1.0
-6.4486666,-4.8464136,-0.16020022,0.21,1.0
-6.417246,-4.8205166,-0.13237058,0.22,1.0
-6.3847866,-4.7939353,-0.10436676,0.23,1.0
-6.351382,-4.766756,-0.076274015,0.24,1.0
-6.3166847,-4.7398,-0.048877697,0.25,1.0
-6.280873,-4.712995,-0.02210305,0.26,1.0
-6.244401,-4.6858053,0.0045747957,0.27,1.0
-6.2073593,-4.658297,0.031104704,0.28,1.0
-6.1698284,-4.6305375,0.05743851,0.29,1.0
-6.131888,-4.6025834,0.083538435,0.3,1.0
-6.0936146,-4.57449,0.1093662,0.31,1.0
-6.0550804,-4.546312,0.13489224,0.32,1.0
-6.0163507,-4.518092,0.16009237,0.33,1.0
-5.97749,-4.4898753,0.18494345,0.34,1.0
-5.937317,-4.462925,0.20757283,0.35,1.0
-5.8955307,-4.4376254,0.22743322,0.36,1.0
-5.8538814,-4.4123287,0.24706186,0.37,1.0
-5.8124113,-4.387066,0.26644912,0.38,1.0
-5.771161,-4.3618684,0.2855809,0.39,1.0
-5.730165,-4.3367577,0.30445233,0.4,1.0
-5.689454,-4.3117595,0.32305464,0.41,1.0
-5.6490574,-4.286895,0.3413833,0.42,1.0
-5.609003,-4.2621827,0.35943386,0.43,1.0
-5.5693083,-4.237639,0.37720338,0.44,1.0
-5.5299973,-4.21328,0.39468947,0.45,1.0
-5.491084,-4.1891184,0.41189107,0.46,1.0
-5.452586,-4.165166,0.42881015,0.47,1.0
-5.4145164,-4.141435,0.44544443,0.48,1.0
-5.3768835,-4.117933,0.46179667,0.49,1.0
-5.339698,-4.094667,0.47786883,0.5,1.0
-5.302967,-4.0716443,0.49366322,0.51,1.0
-5.266696,-4.0488706,0.5091814,0.52,1.0
-5.230892,-4.0263515,0.5244261,0.53,1.0
-5.1955557,-4.00409,0.53940314,0.54,1.0
-5.160692,-3.9820883,0.5541137,0.55,1.0
-5.1265697,-3.961182,0.56806505,0.56,1.0
-5.0929737,-3.9407058,0.58166075,0.57,1.0
-5.059842,-3.9204636,0.5950209,0.58,1.0
-5.0271688,-3.9004564,0.6081501,0.59,1.0
-4.994958,-3.8806868,0.6210512,0.6,1.0
-4.963205,-3.861156,0.63372904,0.61,1.0
-4.9319057,-3.841862,0.64618635,0.62,1.0
-4.9010596,-3.822806,0.6584271,0.63,1.0
-4.8706613,-3.803989,0.6704549,0.64,1.0
-4.8407097,-3.78541,0.6822746,0.65,1.0
-4.8111973,-3.7670674,0.69388777,0.66,1.0
-4.7819,-3.7490976,0.70530075,0.67,1.0
-4.7526584,-3.7315984,0.7165158,0.68,1.0
-4.7238555,-3.714322,0.7275372,0.69,1.0
-4.6954865,-3.6972704,0.7383684,0.7,1.0
-4.667546,-3.6804395,0.7490145,0.71,1.0
-4.640028,-3.663828,0.7594781,0.72,1.0
-4.612926,-3.6474338,0.76976204,0.73,1.0
-4.5862346,-3.6312556,0.7798716,0.74,1.0
-4.559947,-3.6152897,0.7898091,0.75,1.0
-4.534058,-3.5995345,0.79957926,0.76,1.0
-4.5085607,-3.5839882,0.8091836,0.77,1.0
-4.483449,-3.5686483,0.818628,0.78,1.0
-4.4587164,-3.5535114,0.82791424,0.79,1.0
-4.4343576,-3.5385766,0.83704555,0.8,1.0
-4.410366,-3.5238404,0.84602535,0.81,1.0
-4.3867354,-3.5092995,0.854857,0.82,1.0
-4.36346,-3.4949524,0.8635437,0.83,1.0
-4.3405337,-3.4807963,0.87208736,0.84,1.0
-4.31795,-3.4668283,0.8804917,0.85,1.0
-4.295703,-3.4530454,0.8887595,0.86,1.0
-4.2737875,-3.439445,0.8968933,0.87,1.0
-4.2521973,-3.4260259,0.90489745,0.88,1.0
-4.2309265,-3.4127836,0.9127711,0.89,1.0
-4.2099695,-3.3997161,0.9205195,0.9,1.0
-4.1893215,-3.3868213,0.928144,0.91,1.0
-4.168976,-3.374096,0.93564767,0.92,1.0
-4.1489277,-3.3615375,0.94303316,0.93,1.0
-4.1291723,-3.3491445,0.95030034,0.94,1.0
-4.1097026,-3.3369117,0.95745456,0.95,1.0
-4.0905156,-3.3248394,0.96449566,0.96,1.0
-4.0716043,-3.312924,0.9714267,0.97,1.0
-4.052964,-3.3011618,0.9782488,0.98,1.0
-4.0345917,-3.2895532,0.9849655,0.99,1.0
-4.0164814,-3.2780924,0.99157715,1.0,1.0
-6.57201,-6.1305747,-0.54231244,0.01,1.1
-6.5701084,-6.125479,-0.5377411,0.02,1.1
-6.566943,-6.117015,-0.53016466,0.03,1.1
-6.562531,-6.1052303,-0.5196372,0.04,1.1
-6.556876,-6.0901847,-0.50624657,0.05,1.1
-6.55,-6.0719647,-0.49009654,0.06,1.1
-6.541917,-6.050681,-0.4713213,0.07,1.1
-6.5324664,-6.0261188,-0.45023748,0.08,1.1
-6.5211554,-5.9975,-0.4275038,0.09,1.1
-6.508074,-5.967015,-0.40359172,0.1,1.1
-6.4940395,-5.9351053,-0.3788348,0.11,1.1
-6.4800243,-5.9037437,-0.35300788,0.12,1.1
-6.4648824,-5.870419,-0.32579848,0.13,1.1
-6.4486165,-5.8353,-0.29739985,0.14,1.1
-6.431245,-5.7985663,-0.2679896,0.15,1.1
-6.4127827,-5.7604046,-0.2377411,0.16,1.1
-6.3932486,-5.7209897,-0.20682095,0.17,1.1
-6.3726673,-5.6804967,-0.17538343,0.18,1.1
-6.3510637,-5.639092,-0.1435772,0.19,1.1
-6.3284674,-5.596935,-0.11153481,0.2,1.1
-6.3049116,-5.554172,-0.0793787,0.21,1.1
-6.2804356,-5.5109434,-0.04721866,0.22,1.1
-6.2550783,-5.4673758,-0.015154342,0.23,1.1
-6.2288847,-5.423586,0.01673164,0.24,1.1
-6.2019014,-5.379684,0.048359055,0.25,1.1
-6.174176,-5.3357625,0.079665326,0.26,1.1
-6.1457605,-5.2919126,0.1105937,0.27,1.1
-6.116705,-5.248211,0.14109768,0.28,1.1
-6.087063,-5.2047267,0.17113544,0.29,1.1
-6.0553503,-5.1630416,0.19837238,0.3,1.1
-6.021537,-5.123286,0.22266378,0.31,1.1
-5.9874125,-5.083796,0.24658741,0.32,1.1
-5.95302,-5.0446105,0.27012756,0.33,1.1
-5.918413,-5.005771,0.29327002,0.34,1.1
-5.883632,-4.9673076,0.31600192,0.35,1.1
-5.84872,-4.9292464,0.3383182,0.36,1.1
-5.813722,-4.891613,0.36021212,0.37,1.1
-5.7786713,-4.854428,0.38168004,0.38,1.1
-5.7436104,-4.8177085,0.40272132,0.39,1.1
-5.7085705,-4.781468,0.42333534,0.4,1.1
-5.673584,-4.7457194,0.4435251,0.41,1.1
-5.638683,-4.710468,0.46329334,0.42,1.1
-5.6038923,-4.6757245,0.4826438,0.43,1.1
-5.5692415,-4.6414905,0.5015813,0.44,1.1
-5.5347533,-4.607772,0.52011144,0.45,1.1
-5.5004487,-4.5745683,0.538242,0.46,1.1
-5.4663506,-4.54188,0.5559781,0.47,1.1
-5.432475,-4.509707,0.5733278,0.48,1.1
-5.398841,-4.478048,0.5902982,0.49,1.1
-5.365464,-4.4468975,0.6068968,0.5,1.1
-5.3323555,-4.416253,0.6231332,0.51,1.1
-5.299529,-4.3861117,0.63901246,0.52,1.1
-5.2673626,-4.3575892,0.6538741,0.53,1.1
-5.2354994,-4.3295608,0.66839504,0.54,1.1
-5.203936,-4.3019786,0.68260866,0.55,1.1
-5.172679,-4.274836,0.69652224,0.56,1.1
-5.141736,-4.24813,0.7101416,0.57,1.1
-5.1111155,-4.221854,0.72347593,0.58,1.1
-5.080819,-4.196003,0.73653066,0.59,1.1
-5.0508537,-4.170571,0.74931204,0.6,1.1
-5.021221,-4.1455507,0.7618284,0.61,1.1
-4.991926,-4.120939,0.7740845,0.62,1.1
-4.9629693,-4.096726,0.7860882,0.63,1.1
-4.9343534,-4.072909,0.79784673,0.64,1.1
-4.906079,-4.0494785,0.8093636,0.65,1.1
-4.878146,-4.0264297,0.82064676,0.66,1.1
-4.850449,-4.0038214,0.83170277,0.67,1.1
-4.822501,-3.9819517,0.84253514,0.68,1.1
-4.7949114,-3.960433,0.8531519,0.69,1.1
-4.7676783,-3.939257,0.86355746,0.7,1.1
-4.7408004,-3.9184194,0.8737571,0.71,1.1
-4.7142773,-3.8979144,0.8837571,0.72,1.1
-4.6881013,-3.8777344,0.89356136,0.73,1.1
-4.6622744,-3.8578744,0.90317523,0.74,1.1
-4.636791,-3.8383286,0.9126046,0.75,1.1
-4.611648,-3.8190904,0.9218524,0.76,1.1
-4.5868435,-3.8001547,0.9309242,0.77,1.1
-4.562371,-3.7815158,0.93982506,0.78,1.1
-4.5382304,-3.7631664,0.9485575,0.79,1.1
-4.514415,-3.7451048,0.9571287,0.8,1.1
-4.4909234,-3.7273214,0.9655396,0.81,1.1
-4.4677496,-3.7098138,0.97379494,0.82,1.1
-4.444891,-3.6925755,0.981899,0.83,1.1
-4.422343,-3.6756005,0.98985565,0.84,1.1
-4.4001007,-3.6588855,0.9976677,0.85,1.1
-4.378162,-3.642424,1.0053395,0.86,1.1
-4.3565207,-3.6262121,1.0128742,0.87,1.1
-4.3351746,-3.6102438,1.0202743,0.88,1.1
-4.3141184,-3.5945158,1.0275428,0.89,1.1
-4.2933464,-3.5790212,1.0346832,0.9,1.1
-4.2728577,-3.5637586,1.041699,0.91,1.1
-4.2526455,-3.548721,1.0485917,0.92,1.1
-4.232708,-3.5339055,1.0553645,0.93,1.1
-4.2130394,-3.5193062,1.0620204,0.94,1.1
-4.193636,-3.5049207,1.0685605,0.95,1.1
-4.1744924,-3.4907434,1.0749887,0.96,1.1
-4.1556077,-3.4767714,1.0813073,0.97,1.1
-4.1369762,-3.4629998,1.0875167,0.98,1.1
-4.118593,-3.4494255,1.0936214,0.99,1.1
-4.1004553,-3.4360442,1.0996201,1.0,1.1
-6.268337,-6.801616,-0.3534529,0.01,1.2
-6.266715,-6.7946286,-0.3489959,0.02,1.2
-6.2640314,-6.783066,-0.34162864,0.03,1.2
-6.2603207,-6.767051,-0.33143625,0.04,1.2
-6.2556195,-6.7467513,-0.3185396,0.05,1.2
-6.2499814,-6.7223716,-0.30308315,0.06,1.2
-6.243456,-6.6941423,-0.2852331,0.07,1.2
-6.2361,-6.6623235,-0.2651721,0.08,1.2
-6.2279644,-6.6271863,-0.24309419,0.09,1.2
-6.2191005,-6.589014,-0.21919857,0.1,1.2
-6.2095494,-6.5480943,-0.1936935,0.11,1.2
-6.1993465,-6.5047116,-0.16677473,0.12,1.2
-6.1885104,-6.459144,-0.13864206,0.13,1.2
-6.177065,-6.4116654,-0.10948346,0.14,1.2
-6.165014,-6.362536,-0.07948003,0.15,1.2
-6.1523585,-6.311997,-0.04880176,0.16,1.2
-6.1390944,-6.2602916,-0.01760898,0.17,1.2
-6.12521,-6.2076306,0.013953586,0.18,1.2
-6.1106944,-6.1542153,0.04575028,0.19,1.2
-6.095538,-6.1002374,0.07765975,0.2,1.2
-6.0797243,-6.0458646,0.10956969,0.21,1.2
-6.060508,-5.9939647,0.13727464,0.22,1.2
-6.040353,-5.9422326,0.16439272,0.23,1.2
-6.019598,-5.8904624,0.19135918,0.24,1.2
-5.998246,-5.838761,0.2181107,0.25,1.2
-5.976308,-5.7872305,0.24459662,0.26,1.2
-5.9537954,-5.7359557,0.27076963,0.27,1.2
-5.9307237,-5.685013,0.29659483,0.28,1.2
-5.9071116,-5.634473,0.32203642,0.29,1.2
-5.882983,-5.584394,0.34707025,0.3,1.2
-5.8583603,-5.534826,0.37167314,0.31,1.2
-5.833269,-5.485813,0.39582708,0.32,1.2
-5.8077397,-5.4373937,0.4195195,0.33,1.2
-5.7818017,-5.3895993,0.44274166,0.34,1.2
-5.7554855,-5.3424563,0.46548423,0.35,1.2
-5.7288213,-5.295984,0.48774615,0.36,1.2
-5.7018414,-5.2502,0.50952184,0.37,1.2
-5.6745796,-5.205119,0.53081733,0.38,1.2
-5.647068,-5.160751,0.55162895,0.39,1.2
-5.6193347,-5.1171002,0.5719645,0.4,1.2
-5.5914125,-5.074172,0.59182787,0.41,1.2
-5.563333,-5.0319676,0.6112249,0.42,1.2
-5.5351224,-4.990487,0.6301622,0.43,1.2
-5.50681,-4.9497266,0.6486497,0.44,1.2
-5.478424,-4.9096847,0.66669244,0.45,1.2
-5.4499893,-4.870353,0.6843024,0.46,1.2
-5.4215302,-4.831728,0.70148593,0.47,1.2
-5.3931084,-4.793915,0.7181872,0.48,1.2
-5.365083,-4.7579455,0.7337936,0.49,1.2
-5.3370852,-4.722608,0.74903035,0.5,1.2
-5.3091345,-4.687899,0.76390845,0.51,1.2
-5.2812524,-4.653809,0.7784355,0.52,1.2
-5.2534547,-4.6203275,0.7926206,0.53,1.2
-5.2257586,-4.5874434,0.8064729,0.54,1.2
-5.1981792,-4.5551505,0.82000077,0.55,1.2
-5.1707315,-4.523437,0.8332122,0.56,1.2
-5.143429,-4.4922943,0.84611785,0.57,1.2
-5.116282,-4.461712,0.8587238,0.58,1.2
-5.089305,-4.4316792,0.871039,0.59,1.2
-5.0625052,-4.402184,0.883072,0.6,1.2
-5.035894,-4.373219,0.8948301,0.61,1.2
-5.0094786,-4.344774,0.9063206,0.62,1.2
-4.983268,-4.3168354,0.9175523,0.63,1.2
-4.9572678,-4.2893963,0.9285321,0.64,1.2
-4.931486,-4.262444,0.93926644,0.65,1.2
-4.9058723,-4.236005,0.9497634,0.66,1.2
-4.87976,-4.210487,0.96002895,0.67,1.2
-4.853901,-4.185414,0.9700684,0.68,1.2
-4.8283005,-4.160776,0.9798906,0.69,1.2
-4.802959,-4.1365647,0.9895003,0.7,1.2
-4.777879,-4.11277,0.99890494,0.71,1.2
-4.7530627,-4.0893846,1.0081092,0.72,1.2
-4.7285104,-4.0663986,1.0171171,0.73,1.2
-4.704224,-4.043804,1.0259377,0.74,1.2
-4.680204,-4.0215936,1.0345745,0.75,1.2
-4.656448,-3.9997578,1.043032,0.76,1.2
-4.6329575,-3.9782875,1.0513154,0.77,1.2
-4.609734,-3.957179,1.0594305,0.78,1.2
-4.5867743,-3.9364195,1.0673802,0.79,1.2
-4.564079,-3.9160051,1.0751706,0.8,1.2
-4.541646,-3.895928,1.082805,0.81,1.2
-4.519474,-3.8761797,1.0902885,0.82,1.2
-4.4975624,-3.8567543,1.0976243,0.83,1.2
-4.4759083,-3.8376443,1.1048164,0.84,1.2
-4.454512,-3.8188438,1.1118683,0.85,1.2
-4.43337,-3.800346,1.1187838,0.86,1.2
-4.412481,-3.7821426,1.1255668,0.87,1.2
-4.3918424,-3.7642298,1.13222,0.88,1.2
-4.371451,-3.746601,1.138747,0.89,1.2
-4.3513074,-3.7292478,1.1451508,0.9,1.2
-4.3314075,-3.7121682,1.1514341,0.91,1.2
-4.311748,-3.6953535,1.1575998,0.92,1.2
-4.292327,-3.6787994,1.1636496,0.93,1.2
-4.273143,-3.6625013,1.1695875,0.94,1.2
-4.254193,-3.6464517,1.1754162,0.95,1.2
-4.2354736,-3.6306467,1.1811374,0.96,1.2
-4.2169824,-3.6150813,1.1867527,0.97,1.2
-4.198717,-3.5997515,1.1922654,0.98,1.2
-4.180675,-3.5846493,1.197678,0.99,1.2
-4.1628523,-3.5697725,1.2029911,1.0,1.2
-5.90388,-7.1508956,-0.023526529,0.01,1.3
-5.9028316,-7.1435795,-0.02019749,0.02,1.3
-5.9010973,-7.131478,-0.014694433,0.03,1.3
-5.8983727,-7.1145797,-0.0070109167,0.04,1.3
-5.8949556,-7.093196,0.0027020175,0.05,1.3
-5.890909,-7.067559,0.014334698,0.06,1.3
-5.8862906,-7.0379353,0.02775552,0.07,1.3
-5.881163,-7.004611,0.042824525,0.08,1.3
-5.875579,-6.967884,0.059399027,0.09,1.3
-5.8695936,-6.928066,0.0773293,0.1,1.3
-5.863244,-6.8854547,0.09646835,0.11,1.3
-5.8565655,-6.8403506,0.11667349,0.12,1.3
-5.849577,-6.7930474,0.13780405,0.13,1.3
-5.84229,-6.74382,0.15972711,0.14,1.3
-5.8347034,-6.692933,0.18231548,0.15,1.3
-5.826809,-6.640635,0.20545204,0.16,1.3
-5.818589,-6.587157,0.22902389,0.17,1.3
-5.81002,-6.5327168,0.25293222,0.18,1.3
-5.801074,-6.4775143,0.27707997,0.19,1.3
-5.7917204,-6.4217324,0.30138054,0.2,1.3
-5.781927,-6.36554,0.32575282,0.21,1.3
-5.771661,-6.309091,0.35012653,0.22,1.3
-5.760894,-6.2525268,0.37443843,0.23,1.3
-5.7495956,-6.195968,0.39862695,0.24,1.3
-5.7377453,-6.139532,0.42264274,0.25,1.3
-5.7253194,-6.0833163,0.44643828,0.26,1.3
-5.712305,-6.0274143,0.4699758,0.27,1.3
-5.698691,-5.971902,0.49321738,0.28,1.3
-5.684472,-5.9168496,0.5161355,0.29,1.3
-5.669644,-5.8623214,0.538705,0.3,1.3
-5.6542144,-5.8083663,0.5609019,0.31,1.3
-5.638189,-5.755032,0.5827112,0.32,1.3
-5.621579,-5.702356,0.60411763,0.33,1.3
-5.6043987,-5.650371,0.62511146,0.34,1.3
-5.586667,-5.5991073,0.6456835,0.35,1.3
-5.568403,-5.5485816,0.6658305,0.36,1.3
-5.5496306,-5.498817,0.6855439,0.37,1.3
-5.5303717,-5.449822,0.70482695,0.38,1.3
-5.5106554,-5.4016104,0.7236793,0.39,1.3
-5.4905047,-5.3541856,0.74210155,0.4,1.3
-5.4699497,-5.3075557,0.7600963,0.41,1.3
-5.449019,-5.2617188,0.7776686,0.42,1.3
-5.4279757,-5.217405,0.7943877,0.43,1.3
-5.406793,-5.1744437,0.8103591,0.44,1.3
-5.385305,-5.132226,0.82595354,0.45,1.3
-5.3635387,-5.0907464,0.8411739,0.46,1.3
-5.341521,-5.050001,0.8560278,0.47,1.3
-5.3192787,-5.0099816,0.8705231,0.48,1.3
-5.296838,-4.9706807,0.8846677,0.49,1.3
-5.2742243,-4.9320874,0.89846873,0.5,1.3
-5.251462,-4.894197,0.9119342,0.51,1.3
-5.228574,-4.8569937,0.9250728,0.52,1.3
-5.2055836,-4.8204713,0.9378896,0.53,1.3
-5.1825104,-4.784617,0.95039886,0.54,1.3
-5.159377,-4.7494206,0.9626038,0.55,1.3
-5.1362014,-4.714869,0.97451115,0.56,1.3
-5.1130013,-4.680953,0.98613256,0.57,1.3
-5.0897956,-4.647659,0.9974754,0.58,1.3
-5.0666,-4.6149764,1.0085461,0.59,1.3
-5.0434294,-4.5828915,1.0193517,0.6,1.3
-5.020299,-4.5513945,1.0299016,0.61,1.3
-4.9972215,-4.5204725,1.0402019,0.62,1.3
-4.97421,-4.4901137,1.050259,0.63,1.3
-4.951277,-4.460309,1.060081,0.64,1.3
-4.927796,-4.4314404,1.0696744,0.65,1.3
-4.9042225,-4.403222,1.0790453,0.66,1.3
-4.880781,-4.375507,1.0882007,0.67,1.3
-4.85748,-4.3482833,1.0971469,0.68,1.3
-4.8343277,-4.321541,1.1058899,0.69,1.3
-4.811328,-4.2952724,1.1144354,0.7,1.3
-4.7884903,-4.269464,1.122789,0.71,1.3
-4.7658186,-4.2441072,1.130957,0.72,1.3
-4.7433167,-4.219192,1.1389438,0.73,1.3
-4.7209897,-4.1947093,1.1467555,0.74,1.3
-4.6988435,-4.17065,1.1543964,0.75,1.3
-4.676879,-4.1470046,1.1618721,0.76,1.3
-4.655102,-4.1237636,1.1691861,0.77,1.3
-4.6335125,-4.100919,1.176345,0.78,1.3
-4.612115,-4.07846,1.1833509,0.79,1.3
-4.59091,-4.056382,1.1902095,0.8,1.3
-4.5699015,-4.034674,1.1969236,0.81,1.3
-4.5490894,-4.0133286,1.2034994,0.82,1.3
-4.5284743,-3.9923382,1.209938,0.83,1.3
-4.508058,-3.9716942,1.2162445,0.84,1.3
-4.4878416,-3.95139,1.2224226,0.85,1.3
-4.4678264,-3.9314194,1.2284747,0.86,1.3
-4.448009,-3.9117723,1.2344049,0.87,1.3
-4.4283924,-3.8924432,1.2402152,0.88,1.3
-4.408976,-3.8734255,1.2459105,0.89,1.3
-4.3897595,-3.8547122,1.2514919,0.9,1.3
-4.370743,-3.836298,1.2569627,0.91,1.3
-4.351924,-3.818174,1.2623254,0.92,1.3
-4.3333044,-3.8003356,1.2675825,0.93,1.3
-4.3148813,-3.7827773,1.2727367,0.94,1.3
-4.2966537,-3.765492,1.2777898,0.95,1.3
-4.278622,-3.748474,1.2827455,0.96,1.3
-4.260785,-3.7317188,1.2876031,0.97,1.3
-4.24314,-3.7152195,1.2923666,0.98,1.3
-4.2256856,-3.6989706,1.297037,0.99,1.3
-4.2084227,-3.6829684,1.3016176,1.0,1.3
-5.4681206,-7.243449,0.33701125,0.01,1.4
-5.4684563,-7.23689,0.33933452,0.02,1.4
-5.4690056,-7.226027,0.3431752,0.03,1.4
-5.4697657,-7.210972,0.34849158,0.04,1.4
-5.4707174,-7.1918645,0.3552263,0.05,1.4
-5.4718456,-7.168878,0.3633093,0.06,1.4
-5.4731293,-7.142215,0.37265852,0.07,1.4
-5.4745455,-7.1120996,0.383194,0.08,1.4
-5.476063,-7.0787644,0.39482638,0.09,1.4
-5.4776525,-7.042455,0.40746358,0.1,1.4
-5.478419,-7.0030303,0.42120948,0.11,1.4
-5.479108,-6.9610963,0.43580016,0.12,1.4
-5.4797316,-6.916925,0.45113716,0.13,1.4
-5.48026,-6.8707633,0.4671388,0.14,1.4
-5.4806576,-6.822844,0.48371914,0.15,1.4
-5.4808874,-6.773394,0.50080425,0.16,1.4
-5.480906,-6.7226253,0.51831794,0.17,1.4
-5.4806724,-6.6707387,0.5361937,0.18,1.4
-5.480141,-6.617925,0.55436206,0.19,1.4
-5.4792705,-6.5643587,0.57276475,0.2,1.4
-5.478012,-6.510201,0.5913402,0.21,1.4
-5.476323,-6.455602,0.610036,0.22,1.4
-5.47416,-6.400699,0.62880135,0.23,1.4
-5.471484,-6.3456206,0.6475886,0.24,1.4
-5.4682565,-6.290481,0.6663543,0.25,1.4
-5.464445,-6.2353845,0.6850564,0.26,1.4
-5.4600215,-6.1804256,0.7036619,0.27,1.4
-5.454962,-6.1256914,0.72213614,0.28,1.4
-5.4492435,-6.0712557,0.7404486,0.29,1.4
-5.442855,-6.017189,0.7585737,0.3,1.4
-5.4357834,-5.96355,0.77648544,0.31,1.4
-5.428026,-5.910395,0.7941643,0.32,1.4
-5.4195805,-5.8577676,0.811594,0.33,1.4
-5.410449,-5.8057094,0.8287574,0.34,1.4
-5.4009614,-5.755246,0.845051,0.35,1.4
-5.39086,-5.705582,0.8609559,0.36,1.4
-5.3801003,-5.6565576,0.876572,0.37,1.4
-5.3686957,-5.608196,0.89189655,0.38,1.4
-5.3566675,-5.56051,0.9069215,0.39,1.4
-5.3440347,-5.513515,0.9216459,0.4,1.4
-5.3308225,-5.467219,0.9360672,0.41,1.4
-5.317052,-5.4216323,0.9501847,0.42,1.4
-5.30275,-5.3767557,0.96399736,0.43,1.4
-5.2879424,-5.332596,0.9775093,0.44,1.4
-5.2726555,-5.2891507,0.99071944,0.45,1.4
-5.256916,-5.24642,1.0036328,0.46,1.4
-5.240753,-5.204403,1.0162516,0.47,1.4
-5.2241907,-5.163094,1.0285792,0.48,1.4
-5.207258,-5.1224885,1.0406212,0.49,1.4
-5.1899815,-5.082581,1.0523818,0.5,1.4
-5.172385,-5.043364,1.0638657,0.51,1.4
-5.154496,-5.004831,1.0750791,0.52,1.4
-5.13634,-4.966973,1.0860251,0.53,1.4
-5.11794,-4.9297814,1.0967122,0.54,1.4
-5.09932,-4.893246,1.1071442,0.55,1.4
-5.0805006,-4.857358,1.117328,0.56,1.4
-5.061506,-4.822106,1.127269,0.57,1.4
-5.0423565,-4.7874827,1.1369718,0.58,1.4
-5.0230713,-4.753474,1.1464446,0.59,1.4
-5.0036707,-4.720072,1.1556914,0.6,1.4
-4.9841723,-4.687264,1.1647192,0.61,1.4
-4.9645424,-4.655072,1.1735331,0.62,1.4
-4.944006,-4.6239786,1.1821383,0.63,1.4
-4.9234476,-4.593434,1.1905414,0.64,1.4
-4.902879,-4.5634227,1.1987476,0.65,1.4
-4.8823175,-4.5339384,1.2067618,0.66,1.4
-4.861772,-4.504968,1.2145898,0.67,1.4
-4.8412557,-4.476503,1.2222362,0.68,1.4
-4.820779,-4.4485335,1.2297069,0.69,1.4
-4.8003535,-4.4210486,1.2370065,0.7,1.4
-4.779987,-4.3940387,1.2441391,0.71,1.4
-4.7596884,-4.367492,1.2511104,0.72,1.4
-4.739468,-4.341404,1.2579242,0.73,1.4
-4.7193327,-4.315761,1.2645856,0.74,1.4
-4.699289,-4.2905564,1.271098,0.75,1.4
-4.679345,-4.265779,1.277466,0.76,1.4
-4.6595054,-4.2414217,1.2836927,0.77,1.4
-4.639777,-4.217473,1.2897849,0.78,1.4
-4.6201653,-4.193927,1.295743,0.79,1.4
-4.6006737,-4.170774,1.3015722,0.8,1.4
-4.5813093,-4.1480064,1.3072752,0.81,1.4
-4.562072,-4.125614,1.3128566,0.82,1.4
-4.5429697,-4.103592,1.3183181,0.83,1.4
-4.524003,-4.08193,1.3236648,0.84,1.4
-4.505177,-4.060623,1.3288976,0.85,1.4
-4.4864936,-4.039662,1.3340213,0.86,1.4
-4.4679546,-4.0190387,1.3390368,0.87,1.4
-4.449563,-3.9987478,1.3439475,0.88,1.4
-4.4313197,-3.9787812,1.3487569,0.89,1.4
-4.4132276,-3.9591327,1.3534663,0.9,1.4
-4.3952875,-3.9397948,1.3580784,0.91,1.4
-4.3775005,-3.9207637,1.3625956,0.92,1.4
-4.359868,-3.9020278,1.3670188,0.93,1.4
-4.34239,-3.8835866,1.3713512,0.94,1.4
-4.325069,-3.8654299,1.3755952,0.95,1.4
-4.3079042,-3.8475547,1.3797513,0.96,1.4
-4.2908955,-3.829952,1.3838226,0.97,1.4
-4.274044,-3.8126187,1.3878103,0.98,1.4
-4.257349,-3.795548,1.3917158,0.99,1.4
-4.2408113,-3.778736,1.3955394,1.0,1.4
-5.078047,-7.1332583,0.73824143,0.01,1.5
-5.0795226,-7.128273,0.7393032,0.02,1.5
-5.081952,-7.1199937,0.7410705,0.03,1.5
-5.0852838,-7.1084614,0.74353766,0.04,1.5
-5.0894537,-7.093737,0.7466979,0.05,1.5
-5.0943856,-7.0759,0.7505399,0.06,1.5
-5.0999985,-7.055052,0.75505245,0.07,1.5
-5.106201,-7.031305,0.7602184,0.08,1.5
-5.1129045,-7.0047965,0.76602125,0.09,1.5
-5.1198006,-6.9755826,0.7724766,0.1,1.5
-5.1265106,-6.9437118,0.7796134,0.11,1.5
-5.1334257,-6.909536,0.7873208,0.12,1.5
-5.1404724,-6.8732247,0.79556865,0.13,1.5
-5.14758,-6.8349605,0.8043243,0.14,1.5
-5.154686,-6.7949176,0.8135581,0.15,1.5
-5.161724,-6.7532716,0.8232348,0.16,1.5
-5.168639,-6.7101927,0.833321,0.17,1.5
